TestGesamt,FZHosp,FZICU,FZHospFree,FZICUFree,BundeslandID,Time
3757237,2043,414,5429,635,10,2020-12-27
112295,29,10,150,17,1,2020-12-28
171045,154,17,298,43,2,2020-12-28
686237,328,55,692,151,3,2020-12-28
457404,539,76,661,51,4,2020-12-28
213656,139,28,93,17,5,2020-12-28
387139,340,73,640,78,6,2020-12-28
453845,113,41,157,23,7,2020-12-28
228840,49,13,153,23,8,2020-12-28
1068022,398,108,2440,216,9,2020-12-28
3778483,2089,421,5284,619,10,2020-12-28
113470,31,11,149,14,1,2020-12-29
171708,136,16,316,44,2,2020-12-29
689212,346,53,674,152,3,2020-12-29
460040,526,70,674,57,4,2020-12-29
214905,137,28,95,17,5,2020-12-29
388755,351,71,629,80,6,2020-12-29
455731,110,40,158,24,7,2020-12-29
229799,52,14,156,31,8,2020-12-29
1070426,427,108,2418,203,9,2020-12-29
3794046,2116,411,5269,622,10,2020-12-29
113766,30,9,150,15,1,2020-12-30
172129,143,12,309,48,2,2020-12-30
692455,329,53,691,130,3,2020-12-30
463101,485,71,715,32,4,2020-12-30
216445,141,27,91,18,5,2020-12-30
391379,345,67,636,83,6,2020-12-30
457920,102,36,148,24,7,2020-12-30
232510,49,13,156,26,8,2020-12-30
1070426,388,107,2175,201,9,2020-12-30
3810131,2012,395,5071,577,10,2020-12-30
114729,33,10,143,14,1,2020-12-31
172784,134,12,318,48,2,2020-12-31
698629,329,55,691,112,3,2020-12-31
465906,461,74,739,29,4,2020-12-31
217713,124,24,108,21,5,2020-12-31
393234,322,65,657,85,6,2020-12-31
459639,102,36,146,25,7,2020-12-31
235292,49,16,158,25,8,2020-12-31
1078994,392,104,2262,210,9,2020-12-31
3836920,1946,396,5222,569,10,2020-12-31
115045,35,7,144,18,1,2021-01-01
173185,114,13,338,47,2,2021-01-01
704329,324,49,696,134,3,2021-01-01
468813,434,73,766,30,4,2021-01-01
218627,126,20,106,25,5,2021-01-01
396082,318,65,662,85,6,2021-01-01
460462,94,34,152,21,7,2021-01-01
237960,47,17,159,31,8,2021-01-01
1082879,366,107,3021,224,9,2021-01-01
3857382,1858,385,6044,615,10,2021-01-01
115045,35,7,144,18,1,2021-01-02
173185,114,13,338,47,2,2021-01-02
704329,324,49,696,134,3,2021-01-02
468813,434,73,766,30,4,2021-01-02
218627,126,20,106,25,5,2021-01-02
396082,318,65,662,85,6,2021-01-02
460462,94,34,152,21,7,2021-01-02
237960,47,17,159,31,8,2021-01-02
1082879,366,107,3021,224,9,2021-01-02
3857382,1858,385,6044,615,10,2021-01-02
116027,33,5,143,21,1,2021-01-03
173977,114,13,338,47,2,2021-01-03
717323,366,51,654,155,3,2021-01-03
473337,433,72,767,31,4,2021-01-03
219906,124,21,111,22,5,2021-01-03
397518,299,65,681,86,6,2021-01-03
462360,97,31,133,25,7,2021-01-03
240835,44,13,153,32,8,2021-01-03
979206,354,92,2607,216,9,2021-01-03
3780489,1864,363,5587,635,10,2021-01-03
116381,32,5,144,21,1,2021-01-04
175424,120,15,332,45,2,2021-01-04
722228,375,47,645,160,3,2021-01-04
474508,453,72,747,31,4,2021-01-04
220667,117,22,117,23,5,2021-01-04
399394,314,61,666,91,6,2021-01-04
463166,110,33,128,21,7,2021-01-04
241759,52,11,146,33,8,2021-01-04
979563,380,102,2536,206,9,2021-01-04
3793090,1953,368,5461,631,10,2021-01-04
116831,39,5,141,19,1,2021-01-05
175979,123,13,329,47,2,2021-01-05
724823,397,49,623,146,3,2021-01-05
476011,438,68,762,35,4,2021-01-05
221884,125,21,107,24,5,2021-01-05
401663,333,62,647,90,6,2021-01-05
464568,122,33,131,23,7,2021-01-05
243080,58,11,147,32,8,2021-01-05
983701,398,109,2312,214,9,2021-01-05
3808540,2033,371,5199,630,10,2021-01-05
117204,42,6,133,14,1,2021-01-06
176672,119,13,333,47,2,2021-01-06
727993,406,52,614,121,3,2021-01-06
478014,429,62,771,41,4,2021-01-06
222244,127,22,105,23,5,2021-01-06
403411,320,57,659,95,6,2021-01-06
467068,118,31,133,23,7,2021-01-06
245146,57,12,148,27,8,2021-01-06
993418,404,106,2298,210,9,2021-01-06
3831170,2022,361,5194,601,10,2021-01-06
117825,41,8,137,17,1,2021-01-07
177195,123,12,329,48,2,2021-01-07
733493,387,56,633,117,3,2021-01-07
479281,422,58,328,45,4,2021-01-07
224289,127,21,105,24,5,2021-01-07
405180,303,63,676,89,6,2021-01-07
468213,113,31,123,22,7,2021-01-07
246233,69,13,136,26,8,2021-01-07
996213,396,111,2437,213,9,2021-01-07
3847922,1981,373,4904,601,10,2021-01-07
118226,39,9,140,15,1,2021-01-08
177954,129,12,323,48,2,2021-01-08
742564,404,55,616,126,3,2021-01-08
480864,402,60,348,43,4,2021-01-08
225771,124,16,108,29,5,2021-01-08
407620,306,65,652,90,6,2021-01-08
470159,118,33,121,21,7,2021-01-08
247237,61,14,144,25,8,2021-01-08
1001132,417,107,2244,208,9,2021-01-08
3871527,2000,371,4696,605,10,2021-01-08
118901,42,7,138,19,1,2021-01-09
178387,125,17,327,43,2,2021-01-09
748492,388,57,632,121,3,2021-01-09
482469,402,60,396,43,4,2021-01-09
226876,120,18,113,27,5,2021-01-09
409590,300,61,657,34,6,2021-01-09
471581,118,28,119,26,7,2021-01-09
248358,59,15,146,27,8,2021-01-09
1006653,403,106,2356,214,9,2021-01-09
3891307,1957,369,4884,554,10,2021-01-09
119246,39,7,138,20,1,2021-01-10
178707,136,16,316,44,2,2021-01-10
755960,361,61,659,128,3,2021-01-10
483783,379,62,371,41,4,2021-01-10
227482,112,21,122,24,5,2021-01-10
410454,272,51,705,98,6,2021-01-10
472479,117,30,127,26,7,2021-01-10
249228,60,12,145,28,8,2021-01-10
1008143,398,112,2451,192,9,2021-01-10
3905482,1874,372,5034,601,10,2021-01-10
119544,33,7,139,18,1,2021-01-11
180380,141,17,311,43,2,2021-01-11
763143,379,62,641,140,3,2021-01-11
484917,400,63,350,40,4,2021-01-11
228106,111,21,121,24,5,2021-01-11
411086,281,54,696,94,6,2021-01-11
473311,119,30,127,26,7,2021-01-11
250035,68,12,137,28,8,2021-01-11
1009049,386,113,2448,197,9,2021-01-11
3919571,1918,379,4970,610,10,2021-01-11
275208,33,7,142,17,1,2021-01-12
296216,117,19,335,41,2,2021-01-12
1438174,390,59,630,130,3,2021-01-12
757238,374,55,376,48,4,2021-01-12
418537,116,19,116,26,5,2021-01-12
785761,314,69,655,88,6,2021-01-12
830934,126,30,121,31,7,2021-01-12
449011,68,12,144,28,8,2021-01-12
1614363,385,108,2263,206,9,2021-01-12
6865442,1923,378,4782,615,10,2021-01-12
276473,34,7,141,18,1,2021-01-13
297286,107,15,345,45,2,2021-01-13
1493613,400,55,620,125,3,2021-01-13
771841,324,58,426,45,4,2021-01-13
419837,113,15,119,30,5,2021-01-13
804761,292,61,672,87,6,2021-01-13
840158,124,27,122,28,7,2021-01-13
452489,61,11,149,27,8,2021-01-13
1633251,370,105,2065,186,9,2021-01-13
6989709,1825,354,4659,591,10,2021-01-13
277590,39,7,134,17,1,2021-01-14
298091,92,13,360,47,2,2021-01-14
1503006,376,56,644,116,3,2021-01-14
1109704,312,57,438,46,4,2021-01-14
433123,109,17,123,28,5,2021-01-14
806091,285,59,669,90,6,2021-01-14
843027,117,26,120,26,7,2021-01-14
455590,56,15,146,28,8,2021-01-14
1653751,339,111,1802,196,9,2021-01-14
7379973,1725,361,4436,594,10,2021-01-14
278257,43,6,106,17,1,2021-01-15
298951,98,11,354,49,2,2021-01-15
1510727,374,55,646,117,3,2021-01-15
1116743,300,51,450,52,4,2021-01-15
434147,113,17,119,28,5,2021-01-15
820834,259,58,696,89,6,2021-01-15
846070,114,26,122,20,7,2021-01-15
461195,59,14,151,24,8,2021-01-15
1692684,345,99,1772,184,9,2021-01-15
7459608,1705,337,4416,580,10,2021-01-15
285688,42,6,107,18,1,2021-01-16
299475,100,12,352,48,2,2021-01-16
1517468,371,56,649,112,3,2021-01-16
1121154,292,52,458,51,4,2021-01-16
434955,124,17,109,28,5,2021-01-16
828541,239,61,716,88,6,2021-01-16
858048,114,24,121,22,7,2021-01-16
464165,54,13,157,20,8,2021-01-16
1729238,332,101,1865,196,9,2021-01-16
7538732,1668,342,4534,583,10,2021-01-16
286349,47,6,129,12,1,2021-01-17
299957,104,8,348,52,2,2021-01-17
1524009,357,59,663,121,3,2021-01-17
1125890,304,49,446,54,4,2021-01-17
435571,124,16,111,29,5,2021-01-17
829431,226,61,747,88,6,2021-01-17
864413,108,24,124,23,7,2021-01-17
466843,48,12,157,26,8,2021-01-17
1758308,317,93,2021,209,9,2021-01-17
7590771,1635,328,4746,614,10,2021-01-17
343641,45,7,136,18,1,2021-01-18
302014,120,8,332,52,2,2021-01-18
1530603,365,57,655,146,3,2021-01-18
1129640,308,48,442,55,4,2021-01-18
436212,114,16,117,29,5,2021-01-18
829933,225,63,751,86,6,2021-01-18
869960,109,23,131,24,7,2021-01-18
468719,52,9,153,25,8,2021-01-18
1787040,335,103,1994,182,9,2021-01-18
7697762,1673,334,4711,617,10,2021-01-18
346502,47,8,135,13,1,2021-01-19
424344,107,9,345,51,2,2021-01-19
1533092,384,56,636,146,3,2021-01-19
1133696,291,48,459,55,4,2021-01-19
441668,116,19,116,26,5,2021-01-19
852248,243,57,714,92,6,2021-01-19
874409,127,24,114,23,7,2021-01-19
472691,52,9,159,23,8,2021-01-19
1800082,362,102,1762,193,9,2021-01-19
7878732,1729,332,4440,622,10,2021-01-19
347780,42,8,150,14,1,2021-01-20
426472,113,12,339,48,2,2021-01-20
2079628,373,54,647,140,3,2021-01-20
1151162,268,43,482,60,4,2021-01-20
446595,107,20,119,25,5,2021-01-20
861388,239,52,717,94,6,2021-01-20
878194,124,29,119,17,7,2021-01-20
480022,46,9,67,10,8,2021-01-20
1817641,371,96,1697,183,9,2021-01-20
8488882,1683,323,4337,591,10,2021-01-20
350289,43,8,139,17,1,2021-01-21
427206,98,11,354,49,2,2021-01-21
2089186,363,55,657,136,3,2021-01-21
1156144,252,43,498,60,4,2021-01-21
451493,103,21,122,24,5,2021-01-21
861388,227,56,731,91,6,2021-01-21
881736,111,31,131,14,7,2021-01-21
485500,45,11,72,10,8,2021-01-21
1832293,364,104,1697,183,9,2021-01-21
8535235,1606,340,4401,584,10,2021-01-21
352275,45,8,135,18,1,2021-01-22
428497,86,10,366,50,2,2021-01-22
2096891,366,54,654,120,3,2021-01-22
1174394,245,41,505,59,4,2021-01-22
455931,110,19,118,26,5,2021-01-22
861388,231,53,723,93,6,2021-01-22
886084,101,34,120,10,7,2021-01-22
490297,40,11,74,14,8,2021-01-22
1848134,362,101,1697,183,9,2021-01-22
8593891,1586,331,4392,573,10,2021-01-22
360755,34,8,144,17,1,2021-01-23
429156,73,10,379,50,2,2021-01-23
2105221,370,51,650,116,3,2021-01-23
1179321,232,38,518,62,4,2021-01-23
468836,104,21,114,24,5,2021-01-23
887529,228,53,721,95,6,2021-01-23
890847,100,29,117,15,7,2021-01-23
496302,38,10,76,15,8,2021-01-23
1865161,346,103,1697,183,9,2021-01-23
8683128,1525,323,4416,577,10,2021-01-23
361192,38,7,139,12,1,2021-01-24
429539,72,9,246,32,2,2021-01-24
2111482,359,53,661,121,3,2021-01-24
1184481,240,38,810,89,4,2021-01-24
471712,97,22,150,27,5,2021-01-24
901237,223,48,777,112,6,2021-01-24
896047,97,31,197,35,7,2021-01-24
500945,46,12,96,59,8,2021-01-24
1878487,346,103,1697,183,9,2021-01-24
8735122,1518,323,4773,670,10,2021-01-24
363324,43,6,137,15,1,2021-01-25
431300,81,10,239,31,2,2021-01-25
2120739,359,54,661,121,3,2021-01-25
1209927,243,39,807,88,4,2021-01-25
472757,103,21,144,28,5,2021-01-25
912384,228,50,753,110,6,2021-01-25
901684,102,32,191,36,7,2021-01-25
502892,47,12,94,60,8,2021-01-25
1887820,342,97,1697,183,9,2021-01-25
8802827,1548,321,4723,672,10,2021-01-25
366055,41,5,139,19,1,2021-01-26
441746,89,9,234,32,2,2021-01-26
2124498,367,53,653,114,3,2021-01-26
1225159,237,37,813,90,4,2021-01-26
492193,101,20,146,29,5,2021-01-26
936367,239,48,741,112,6,2021-01-26
908278,111,29,185,40,7,2021-01-26
507027,41,12,101,60,8,2021-01-26
1904760,357,100,1735,199,9,2021-01-26
8906083,1583,313,4747,695,10,2021-01-26
367437,31,8,148,19,1,2021-01-27
442367,87,9,238,32,2,2021-01-27
2136895,357,53,653,108,3,2021-01-27
1245258,220,37,830,90,4,2021-01-27
497159,97,17,150,32,5,2021-01-27
953366,226,44,759,117,6,2021-01-27
914163,102,26,209,41,7,2021-01-27
513570,41,11,101,61,8,2021-01-27
1926929,365,99,1674,173,9,2021-01-27
8997144,1526,304,4762,673,10,2021-01-27
370933,35,9,146,16,1,2021-01-28
442908,85,10,219,32,2,2021-01-28
2145980,341,53,679,108,3,2021-01-28
1272766,208,32,842,95,4,2021-01-28
501870,88,18,159,31,5,2021-01-28
967699,227,43,756,118,6,2021-01-28
920422,91,28,212,38,7,2021-01-28
519339,36,11,106,59,8,2021-01-28
1947671,367,100,1604,175,9,2021-01-28
9089588,1478,304,4723,672,10,2021-01-28
373613,30,9,149,19,1,2021-01-29
451498,81,9,225,32,2,2021-01-29
2154156,330,52,690,97,3,2021-01-29
1284990,188,34,862,86,4,2021-01-29
506813,87,19,160,30,5,2021-01-29
978212,217,37,786,121,6,2021-01-29
925227,86,30,219,38,7,2021-01-29
524937,41,9,101,59,8,2021-01-29
1961170,368,96,1604,175,9,2021-01-29
9160616,1428,295,4796,657,10,2021-01-29
385984,36,8,141,17,1,2021-01-30
452148,82,8,224,34,2,2021-01-30
2162851,317,56,703,108,3,2021-01-30
1298759,160,33,890,94,4,2021-01-30
514521,88,19,161,30,5,2021-01-30
994793,199,39,804,121,6,2021-01-30
954467,96,30,206,36,7,2021-01-30
531560,40,10,101,60,8,2021-01-30
1990992,367,94,1853,185,9,2021-01-30
9286075,1385,297,5083,685,10,2021-01-30
388800,36,7,148,19,1,2021-01-31
452572,80,7,224,34,2,2021-01-31
2169282,316,55,704,125,3,2021-01-31
1308615,160,35,890,92,4,2021-01-31
517081,88,20,139,29,5,2021-01-31
1002589,207,36,796,124,6,2021-01-31
960220,98,31,202,36,7,2021-01-31
536247,42,9,99,60,8,2021-01-31
2020373,360,97,2003,182,9,2021-01-31
9355779,1387,297,5205,701,10,2021-01-31
391679,33,8,99,11,1,2021-02-01
455645,85,9,219,33,2,2021-02-01
2175497,330,54,690,114,3,2021-02-01
1377713,164,34,886,93,4,2021-02-01
517757,99,20,148,29,5,2021-02-01
1003509,216,39,789,114,6,2021-02-01
965580,98,34,195,34,7,2021-02-01
538320,42,9,99,60,8,2021-02-01
2056132,366,87,2210,168,9,2021-02-01
9481832,1433,294,5335,656,10,2021-02-01
399066,35,8,95,11,1,2021-02-02
464807,81,9,224,30,2,2021-02-02
2177589,347,53,673,103,3,2021-02-02
1382880,151,31,899,93,4,2021-02-02
533522,107,22,141,27,5,2021-02-02
1017663,217,41,785,112,6,2021-02-02
971153,97,30,190,39,7,2021-02-02
538751,36,9,106,60,8,2021-02-02
2077798,358,97,1929,158,9,2021-02-02
9563229,1429,300,5042,633,10,2021-02-02
402624,34,8,97,11,1,2021-02-03
473469,77,9,225,30,2,2021-02-03
2282315,322,54,698,96,3,2021-02-03
1385428,156,31,519,72,4,2021-02-03
539755,102,20,147,29,5,2021-02-03
1029004,218,39,784,114,6,2021-02-03
977165,98,31,191,36,7,2021-02-03
549994,35,9,107,60,8,2021-02-03
2105372,341,102,1820,157,9,2021-02-03
9745126,1383,303,4588,605,10,2021-02-03
407041,32,6,96,13,1,2021-02-04
474067,81,9,219,32,2,2021-02-04
2292153,305,50,715,103,3,2021-02-04
1418224,143,26,532,77,4,2021-02-04
545845,100,19,148,30,5,2021-02-04
1041514,221,41,781,97,6,2021-02-04
982658,101,33,193,38,7,2021-02-04
557221,29,10,113,60,8,2021-02-04
2134705,330,104,1860,163,9,2021-02-04
9853428,1342,298,4657,613,10,2021-02-04
413852,31,6,100,13,1,2021-02-05
474728,80,8,227,33,2,2021-02-05
2302093,300,59,720,110,3,2021-02-05
1430280,131,27,544,76,4,2021-02-05
552424,100,17,130,32,5,2021-02-05
1055337,221,38,340,58,6,2021-02-05
989181,98,32,192,37,7,2021-02-05
564752,31,8,111,60,8,2021-02-05
2157987,312,105,1838,165,9,2021-02-05
9940634,1304,300,4202,584,10,2021-02-05
420976,30,6,99,13,1,2021-02-06
481869,78,8,229,33,2,2021-02-06
2312275,314,58,706,116,3,2021-02-06
1475659,116,30,559,73,4,2021-02-06
562367,99,15,131,34,5,2021-02-06
1073627,227,42,336,54,6,2021-02-06
996222,93,28,198,42,7,2021-02-06
573233,26,5,118,63,8,2021-02-06
2204295,306,108,2024,188,9,2021-02-06
10100523,1289,300,4400,616,10,2021-02-06
427284,32,6,101,13,1,2021-02-07
482299,75,7,232,34,2,2021-02-07
2410584,292,56,728,119,3,2021-02-07
1507402,119,29,556,74,4,2021-02-07
567109,97,14,133,35,5,2021-02-07
1092245,227,40,335,56,6,2021-02-07
1014160,98,26,187,44,7,2021-02-07
579703,24,5,120,65,8,2021-02-07
2232384,311,102,2101,174,9,2021-02-07
10313170,1275,285,4493,614,10,2021-02-07
432914,34,5,94,14,1,2021-02-08
485878,73,8,230,32,2,2021-02-08
2433779,298,54,722,119,3,2021-02-08
1532577,131,27,544,76,4,2021-02-08
567720,97,15,133,34,5,2021-02-08
1111689,233,42,327,54,6,2021-02-08
1026903,96,27,187,43,7,2021-02-08
583606,26,3,118,66,8,2021-02-08
2267092,311,100,2042,173,9,2021-02-08
10442158,1299,281,4397,611,10,2021-02-08
436790,28,5,93,14,1,2021-02-09
501757,77,8,228,32,2,2021-02-09
2479223,296,54,724,96,3,2021-02-09
1568838,126,28,549,75,4,2021-02-09
594275,95,13,135,36,5,2021-02-09
1220651,250,40,310,56,6,2021-02-09
1045442,94,26,192,42,7,2021-02-09
594613,29,2,115,66,8,2021-02-09
2311180,323,103,1833,177,9,2021-02-09
10752769,1318,279,4179,594,10,2021-02-09
445042,41,5,92,14,1,2021-02-10
508471,76,8,229,33,2,2021-02-10
2530636,285,56,735,106,3,2021-02-10
1601073,124,27,551,76,4,2021-02-10
609044,84,12,146,37,5,2021-02-10
1251594,233,38,318,58,6,2021-02-10
1059325,81,25,210,41,7,2021-02-10
608080,22,4,122,62,8,2021-02-10
2360705,316,90,1816,157,9,2021-02-10
10973970,1262,265,4219,584,10,2021-02-10
455925,38,6,94,13,1,2021-02-11
525407,77,9,228,33,2,2021-02-11
2588795,283,55,737,104,3,2021-02-11
1616847,122,23,553,80,4,2021-02-11
622985,86,13,144,36,5,2021-02-11
1285524,220,39,331,57,6,2021-02-11
1071314,63,21,221,44,7,2021-02-11
621458,20,5,122,61,8,2021-02-11
2417196,303,94,1832,162,9,2021-02-11
11205451,1212,265,4262,590,10,2021-02-11
463144,33,6,97,13,1,2021-02-12
525887,74,7,232,34,2,2021-02-12
2630551,275,57,745,98,3,2021-02-12
1644551,120,20,555,83,4,2021-02-12
636924,80,14,150,35,5,2021-02-12
1312825,211,38,339,59,6,2021-02-12
1087800,67,21,215,43,7,2021-02-12
635707,21,6,121,61,8,2021-02-12
2471777,270,94,1803,165,9,2021-02-12
11409166,1151,263,4257,591,10,2021-02-12
474483,35,6,99,13,1,2021-02-13
526652,72,7,232,34,2,2021-02-13
2691395,253,57,767,100,3,2021-02-13
1670229,109,16,566,87,4,2021-02-13
651739,67,12,151,37,5,2021-02-13
1342383,189,39,373,58,6,2021-02-13
1099796,62,22,214,42,7,2021-02-13
647797,16,7,126,62,8,2021-02-13
2519013,259,101,1998,182,9,2021-02-13
11623487,1062,267,4526,615,10,2021-02-13
483285,32,7,99,12,1,2021-02-14
526883,75,8,232,33,2,2021-02-14
2731420,246,61,774,118,3,2021-02-14
1688699,113,16,562,87,4,2021-02-14
656649,72,12,146,38,5,2021-02-14
1362472,186,35,376,62,6,2021-02-14
1110482,65,20,211,46,7,2021-02-14
654913,17,9,125,62,8,2021-02-14
2548229,250,87,2125,184,9,2021-02-14
11763032,1056,255,4650,642,10,2021-02-14
493043,39,8,96,11,1,2021-02-15
528675,76,7,227,33,2,2021-02-15
2752463,263,58,757,118,3,2021-02-15
1710876,111,21,564,82,4,2021-02-15
657125,68,11,150,38,5,2021-02-15
1382947,201,34,350,63,6,2021-02-15
1158699,71,20,211,46,7,2021-02-15
659500,21,8,120,64,8,2021-02-15
2576722,254,91,2071,179,9,2021-02-15
11920050,1104,258,4546,634,10,2021-02-15
501092,36,10,94,9,1,2021-02-16
572902,70,7,235,34,2,2021-02-16
2804645,273,60,747,98,3,2021-02-16
1762713,101,21,574,82,4,2021-02-16
682096,72,13,146,36,5,2021-02-16
1422320,174,33,375,65,6,2021-02-16
1174300,67,22,222,46,7,2021-02-16
672935,20,9,121,63,8,2021-02-16
2618247,276,89,1896,185,9,2021-02-16
12211250,1089,264,4410,618,10,2021-02-16
511962,39,8,95,11,1,2021-02-17
583485,76,7,232,33,2,2021-02-17
2845953,267,60,753,101,3,2021-02-17
1788681,106,17,569,86,4,2021-02-17
694455,71,10,147,39,5,2021-02-17
1452094,168,33,376,64,6,2021-02-17
1187069,62,23,226,44,7,2021-02-17
687574,16,12,126,60,8,2021-02-17
2666336,264,92,1860,178,9,2021-02-17
12417609,1069,262,4384,616,10,2021-02-17
521527,37,10,97,9,1,2021-02-18
584327,73,7,234,34,2,2021-02-18
2912869,259,60,761,97,3,2021-02-18
1837652,105,15,295,63,4,2021-02-18
706887,71,9,138,40,5,2021-02-18
1479711,150,36,394,61,6,2021-02-18
1217425,60,25,222,44,7,2021-02-18
700937,19,12,123,60,8,2021-02-18
2730621,253,90,1921,158,9,2021-02-18
12691956,1027,264,4185,566,10,2021-02-18
526789,34,9,102,10,1,2021-02-19
585103,72,7,235,34,2,2021-02-19
2961418,252,63,768,94,3,2021-02-19
1863979,106,12,294,66,4,2021-02-19
719438,69,9,147,40,5,2021-02-19
1507916,164,40,380,57,6,2021-02-19
1229255,59,23,216,43,7,2021-02-19
715276,18,13,124,60,8,2021-02-19
2783547,256,85,1726,181,9,2021-02-19
12892721,1030,261,3992,585,10,2021-02-19
556981,37,9,100,13,1,2021-02-20
585710,71,7,238,34,2,2021-02-20
3016465,249,62,771,99,3,2021-02-20
1891184,98,12,302,66,4,2021-02-20
734166,68,9,148,40,5,2021-02-20
1538472,149,41,429,57,6,2021-02-20
1244878,51,23,218,46,7,2021-02-20
727951,20,12,121,62,8,2021-02-20
2833002,256,86,1974,187,9,2021-02-20
13128809,999,261,4301,604,10,2021-02-20
561170,37,9,101,13,1,2021-02-21
586173,67,7,238,34,2,2021-02-21
3055616,250,57,770,97,3,2021-02-21
1907173,101,12,299,66,4,2021-02-21
739539,68,5,148,44,5,2021-02-21
1563516,154,43,424,55,6,2021-02-21
1318983,59,22,212,46,7,2021-02-21
734720,20,12,122,62,8,2021-02-21
2860894,262,87,2062,185,9,2021-02-21
13327784,1018,254,4376,602,10,2021-02-21
566648,41,9,93,13,1,2021-02-22
587921,74,9,237,32,2,2021-02-22
3078655,260,61,760,103,3,2021-02-22
1929664,105,14,295,64,4,2021-02-22
740101,71,6,145,44,5,2021-02-22
1564782,174,41,385,56,6,2021-02-22
1332740,62,20,211,45,7,2021-02-22
735753,24,11,118,62,8,2021-02-22
2884696,274,81,2062,185,9,2021-02-22
13420960,1085,252,4306,604,10,2021-02-22
573179,33,11,99,11,1,2021-02-23
588669,76,9,235,32,2,2021-02-23
3133817,268,68,752,98,3,2021-02-23
1970950,95,16,305,62,4,2021-02-23
764214,65,6,151,43,5,2021-02-23
1607716,170,44,390,54,6,2021-02-23
1347581,68,19,203,45,7,2021-02-23
755433,22,9,120,62,8,2021-02-23
2937797,280,91,1816,176,9,2021-02-23
13679356,1077,273,4071,583,10,2021-02-23
579324,39,9,96,13,1,2021-02-24
644560,79,10,231,31,2,2021-02-24
3183275,252,68,768,97,3,2021-02-24
2001831,97,14,303,64,4,2021-02-24
776432,59,7,140,42,5,2021-02-24
1638030,170,43,390,56,6,2021-02-24
1360402,65,18,205,47,7,2021-02-24
770279,22,11,119,62,8,2021-02-24
2986542,281,75,1711,157,9,2021-02-24
13940675,1064,255,3963,569,10,2021-02-24
597476,41,8,94,14,1,2021-02-25
671597,78,11,233,30,2,2021-02-25
3238808,244,69,776,96,3,2021-02-25
2052333,97,14,303,64,4,2021-02-25
788550,58,11,141,38,5,2021-02-25
1666366,169,38,393,59,6,2021-02-25
1376175,62,19,202,47,7,2021-02-25
784679,26,9,116,63,8,2021-02-25
3033592,266,69,1679,167,9,2021-02-25
14209576,1041,248,3937,578,10,2021-02-25
609615,42,9,92,7,1,2021-02-26
672595,75,12,234,29,2,2021-02-26
3288812,245,71,775,97,3,2021-02-26
2092538,97,16,306,62,4,2021-02-26
801139,49,12,149,37,5,2021-02-26
1694570,172,37,391,60,6,2021-02-26
1389051,59,20,210,47,7,2021-02-26
799209,22,9,120,63,8,2021-02-26
3085297,257,74,1698,169,9,2021-02-26
14432826,1018,260,3975,571,10,2021-02-26
626516,34,9,99,12,1,2021-02-27
673383,73,12,234,29,2,2021-02-27
3348005,253,73,767,90,3,2021-02-27
2121412,85,17,315,61,4,2021-02-27
816538,56,13,143,36,5,2021-02-27
1728795,158,36,405,61,6,2021-02-27
1490318,58,19,188,45,7,2021-02-27
812756,21,7,123,65,8,2021-02-27
3134044,250,74,1952,174,9,2021-02-27
14751767,988,260,4226,573,10,2021-02-27
632199,33,10,107,12,1,2021-02-28
673818,73,14,236,28,2,2021-02-28
3391018,261,79,759,102,3,2021-02-28
2140416,90,16,310,62,4,2021-02-28
822663,56,15,143,34,5,2021-02-28
1756692,165,35,398,61,6,2021-02-28
1506506,60,21,185,45,7,2021-02-28
820454,23,7,120,63,8,2021-02-28
3164015,261,86,2059,176,9,2021-02-28
14907781,1022,283,4317,583,10,2021-02-28
638575,36,10,106,12,1,2021-03-01
675557,81,15,228,28,2,2021-03-01
3400756,267,82,753,96,3,2021-03-01
2162517,100,20,300,58,4,2021-03-01
823353,58,15,141,34,5,2021-03-01
1758065,168,39,379,60,6,2021-03-01
1521757,63,24,183,39,7,2021-03-01
825612,22,6,120,63,8,2021-03-01
3197153,278,85,2135,173,9,2021-03-01
15003345,1073,296,4345,563,10,2021-03-01
645941,41,13,96,9,1,2021-03-02
704089,75,16,232,27,2,2021-03-02
3471229,303,78,717,88,3,2021-03-02
2241062,114,16,286,62,4,2021-03-02
847370,53,16,146,33,5,2021-03-02
1801508,165,40,381,60,6,2021-03-02
1539898,59,24,185,31,7,2021-03-02
842170,22,5,120,64,8,2021-03-02
3264872,292,93,1962,170,9,2021-03-02
15358139,1124,301,4125,544,10,2021-03-02
656824,38,13,98,9,1,2021-03-03
708065,78,17,227,26,2,2021-03-03
3525810,290,81,730,89,3,2021-03-03
2276421,103,21,297,57,4,2021-03-03
859248,56,15,133,34,5,2021-03-03
1852502,165,36,376,64,6,2021-03-03
1552380,54,24,191,31,7,2021-03-03
855489,23,6,119,62,8,2021-03-03
3316131,290,100,1907,168,9,2021-03-03
15602870,1097,313,4078,540,10,2021-03-03
665306,46,13,85,9,1,2021-03-04
709254,79,16,226,27,2,2021-03-04
3580743,292,84,728,85,3,2021-03-04
2332134,97,21,303,57,4,2021-03-04
871522,60,14,129,35,5,2021-03-04
1899187,160,38,373,62,6,2021-03-04
1569811,67,22,176,32,7,2021-03-04
868793,24,4,117,64,8,2021-03-04
3367370,317,90,1905,169,9,2021-03-04
15864120,1142,302,4042,540,10,2021-03-04
677110,40,14,84,9,1,2021-03-05
710375,89,15,215,26,2,2021-03-05
