Time,BundeslandID,Bundesland,AnzEinwohner,AnzahlFaelle,AnzahlFaelleSum,AnzahlFaelle7Tage,SiebenTageInzidenzFaelle,AnzahlTotTaeglich,AnzahlTotSum,AnzahlGeheiltTaeglich,AnzahlGeheiltSum,TestGesamt,FZHosp,FZICU,FZHospFree,FZICUFree,HospTakenPercent,ICUTakenPercent,DailyTestGesamt,WeeklyTestGesamt,TestRate,NewTestRate,WeeklyTestRate,Positivity,TwoWeeklyCases,TwoWeeklyCasesRate
2020-03-03,9,Wien,1920949,4,14,14,0.7288064,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,14,0.7288064389007725
2020-03-03,10,Österreich,8932664,6,23,23,0.257482,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,23,0.2574819785004787
2020-03-04,1,Burgenland,296010,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
2020-03-04,2,Kärnten,562089,1,1,1,0.1779078,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1,0.17790776905436684
2020-03-04,3,Niederösterreich,1690879,7,12,12,0.70969,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,12,0.7096900487852768
2020-03-04,4,Oberösterreich,1495608,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
2020-03-04,5,Salzburg,560710,1,2,2,0.3566906,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,2,0.356690624386938
2020-03-04,6,Steiermark,1247077,1,4,4,0.32075,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,4,0.32075004189797424
2020-03-04,7,Tirol,760105,2,2,2,0.2631215,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,2,0.2631215424184817
2020-03-04,8,Vorarlberg,399237,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
2020-03-04,9,Wien,1920949,2,16,15,0.7808641,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,16,0.8329216444580257
2020-03-04,10,Österreich,8932664,14,37,36,0.4030153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,37,0.414210139326857
2020-03-05,1,Burgenland,296010,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
2020-03-05,2,Kärnten,562089,1,2,2,0.3558155,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,2,0.3558155381087337
2020-03-05,3,Niederösterreich,1690879,3,15,15,0.8871126,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,15,0.887112560981596
2020-03-05,4,Oberösterreich,1495608,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0
2020-03-05,5,Salzburg,560710,1,3,3,0.5350359,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,3,0.5350359365804069
2020-03-05,6,Steiermark,1247077,0,4,4,0.32075,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,4,0.32075004189797424
2020-03-05,7,Tirol,760105,2,4,4,0.5262431,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,4,0.5262430848369634
2020-03-05,8,Vorarlberg,399237,1,1,1,0.2504778,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1,0.2504777863775151
2020-03-05,9,Wien,1920949,1,17,14,0.7288064,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,17,0.8849792472366523
2020-03-05,10,Österreich,8932664,9,46,43,0.4813794,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,46,0.5149639570009574
2020-03-06,1,Burgenland,296010,4,4,4,1.351306,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,4,1.351305699131786
2020-03-06,2,Kärnten,562089,0,2,2,0.3558155,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,2,0.3558155381087337
2020-03-06,3,Niederösterreich,1690879,7,22,20,1.182817,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,22,1.3010984227730074
2020-03-06,4,Oberösterreich,1495608,1,1,1,0.06686244,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1,0.06686243989066654
2020-03-06,5,Salzburg,560710,0,3,3,0.5350359,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,3,0.5350359365804069
2020-03-06,6,Steiermark,1247077,2,6,5,0.4009376,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,6,0.4811250628469613
2020-03-06,7,Tirol,760105,3,7,7,0.9209254,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,7,0.9209253984646858
2020-03-06,8,Vorarlberg,399237,2,3,3,0.7514334,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,3,0.7514333591325453
2020-03-06,9,Wien,1920949,10,27,23,1.197325,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,27,1.4055552750229183
2020-03-06,10,Österreich,8932664,29,75,68,0.7612511,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,75,0.8396151472841696
2020-03-07,1,Burgenland,296010,0,4,4,1.351306,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,4,1.351305699131786
2020-03-07,2,Kärnten,562089,1,3,3,0.5337233,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,3,0.5337233071631005
2020-03-07,3,Niederösterreich,1690879,7,29,27,1.596803,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,29,1.715084284564419
2020-03-07,4,Oberösterreich,1495608,6,7,7,0.4680371,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,7,0.46803707923466575
2020-03-07,5,Salzburg,560710,2,5,5,0.8917266,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,5,0.8917265609673449
2020-03-07,6,Steiermark,1247077,2,8,7,0.5613126,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,8,0.6415000837959485
2020-03-07,7,Tirol,760105,1,8,8,1.052486,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,8,1.0524861696739267
2020-03-07,8,Vorarlberg,399237,0,3,3,0.7514334,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,3,0.7514333591325453
2020-03-07,9,Wien,1920949,4,31,26,1.353498,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,31,1.6137856861374247
2020-03-07,10,Österreich,8932664,23,98,90,1.007538,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,98,1.0970971257846482
2020-03-08,1,Burgenland,296010,0,4,4,1.351306,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,4,1.351305699131786
2020-03-08,2,Kärnten,562089,0,3,3,0.5337233,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,3,0.5337233071631005
2020-03-08,3,Niederösterreich,1690879,5,34,32,1.892507,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,34,2.010788471558284
2020-03-08,4,Oberösterreich,1495608,4,11,11,0.7354869,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,11,0.7354868387973319
2020-03-08,5,Salzburg,560710,1,6,6,1.070072,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,6,1.0700718731608139
2020-03-08,6,Steiermark,1247077,3,11,10,0.8018751,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,11,0.8820626152194291
2020-03-08,7,Tirol,760105,13,21,21,2.762776,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,21,2.7627761953940575
2020-03-08,8,Vorarlberg,399237,1,4,4,1.001911,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,4,1.0019111455100604
2020-03-08,9,Wien,1920949,1,32,23,1.197325,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,32,1.6658432889160515
2020-03-08,10,Österreich,8932664,28,126,114,1.276215,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,126,1.410553447437405
2020-03-09,1,Burgenland,296010,0,4,4,1.351306,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,4,1.351305699131786
2020-03-09,2,Kärnten,562089,0,3,3,0.5337233,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,3,0.5337233071631005
2020-03-09,3,Niederösterreich,1690879,3,37,34,2.010788,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,37,2.1882109837546033
2020-03-09,4,Oberösterreich,1495608,3,14,14,0.9360741,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,14,0.9360741584693315
2020-03-09,5,Salzburg,560710,3,9,8,1.426762,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,9,1.605107809741221
2020-03-09,6,Steiermark,1247077,7,18,15,1.202813,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,18,1.443375188540884
2020-03-09,7,Tirol,760105,2,23,23,3.025898,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,23,3.025897737812539
2020-03-09,8,Vorarlberg,399237,1,5,5,1.252389,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,5,1.2523889318875756
